360	
0	300
5.235	299.908
10.463	299.635
15.679	299.178
20.876	298.54
26.047	297.721
31.187	296.722
36.288	295.544
41.346	294.189
46.352	292.658
51.303	290.954
56.191	289.078
61.01	287.032
65.756	284.819
70.421	282.442
75	279.904
79.488	277.207
83.879	274.356
88.168	271.353
92.349	268.202
96.418	264.907
100.37	261.472
104.199	257.901
107.901	254.199
111.472	250.37
114.907	246.418
118.202	242.349
121.352	238.168
124.356	233.879
127.207	229.488
129.904	225
132.442	220.421
134.819	215.756
137.032	211.01
139.078	206.191
140.954	201.303
142.658	196.352
144.189	191.346
145.544	186.288
146.722	181.187
147.721	176.047
148.54	170.876
149.178	165.679
149.635	160.463
149.909	155.235
150	150
149.909	144.765
149.635	139.537
149.178	134.321
148.54	129.124
147.721	123.953
146.722	118.813
145.544	113.712
144.189	108.654
142.658	103.648
140.954	98.697
139.078	93.809
137.032	88.99
134.819	84.244
132.442	79.579
129.904	75
127.207	70.512
124.356	66.121
121.352	61.832
118.202	57.651
114.907	53.582
111.472	49.63
107.901	45.801
104.199	42.099
100.37	38.528
96.418	35.093
92.349	31.798
88.168	28.647
83.879	25.644
79.488	22.793
75	20.096
70.421	17.558
65.756	15.181
61.01	12.968
56.191	10.922
51.303	9.046
46.352	7.342
41.346	5.811
36.288	4.456
31.187	3.278
26.047	2.279
20.876	1.460
15.679	0.822
10.463	0.365
5.235	0.091
0	0
-5.235	-0.091
-10.463	-0.365
-15.679	-0.822
-20.876	-1.460
-26.047	-2.279
-31.187	-3.278
-36.288	-4.456
-41.346	-5.811
-46.352	-7.342
-51.303	-9.046
-56.191	-10.922
-61.01	-12.968
-65.756	-15.181
-70.421	-17.558
-75	-20.096
-79.488	-22.793
-83.879	-25.644
-88.168	-28.647
-92.349	-31.798
-96.418	-35.093
-100.37	-38.528
-104.199	-42.099
-107.901	-45.801
-111.472	-49.63
-114.907	-53.582
-118.202	-57.651
-121.352	-61.832
-124.356	-66.121
-127.207	-70.512
-129.904	-75
-132.442	-79.579
-134.819	-84.244
-137.032	-88.99
-139.078	-93.809
-140.954	-98.697
-142.658	-103.648
-144.189	-108.654
-145.544	-113.712
-146.722	-118.813
-147.721	-123.953
-148.54	-129.124
-149.178	-134.321
-149.635	-139.537
-149.909	-144.765
-150	-150
-149.909	-155.235
-149.635	-160.463
-149.178	-165.679
-148.54	-170.876
-147.721	-176.047
-146.722	-181.187
-145.544	-186.288
-144.189	-191.346
-142.658	-196.352
-140.954	-201.303
-139.078	-206.191
-137.032	-211.01
-134.819	-215.756
-132.442	-220.421
-129.904	-225
-127.207	-229.488
-124.356	-233.879
-121.352	-238.168
-118.202	-242.349
-114.907	-246.418
-111.472	-250.37
-107.901	-254.199
-104.199	-257.901
-100.37	-261.472
-96.418	-264.907
-92.349	-268.202
-88.168	-271.353
-83.879	-274.356
-79.488	-277.207
-75	-279.904
-70.421	-282.442
-65.756	-284.819
-61.01	-287.032
-56.191	-289.078
-51.303	-290.954
-46.352	-292.658
-41.346	-294.189
-36.288	-295.544
-31.187	-296.722
-26.047	-297.721
-20.876	-298.54
-15.679	-299.178
-10.463	-299.635
-5.235	-299.908
0	-300
5.235	-299.908
10.463	-299.635
15.679	-299.178
20.876	-298.54
26.047	-297.721
31.187	-296.722
36.288	-295.544
41.346	-294.189
46.352	-292.658
51.303	-290.954
56.191	-289.078
61.01	-287.032
65.756	-284.819
70.421	-282.442
75	-279.904
79.488	-277.207
83.879	-274.356
88.168	-271.353
92.349	-268.202
96.418	-264.907
100.37	-261.472
104.199	-257.901
107.901	-254.199
111.472	-250.37
114.907	-246.418
118.202	-242.349
121.352	-238.168
124.356	-233.879
127.207	-229.488
129.904	-225
132.442	-220.421
134.819	-215.756
137.032	-211.01
139.078	-206.191
140.954	-201.303
142.658	-196.352
144.189	-191.346
145.544	-186.288
146.722	-181.187
147.721	-176.047
148.54	-170.876
149.178	-165.679
149.635	-160.463
149.909	-155.235
150	-150
149.909	-144.765
149.635	-139.537
149.178	-134.321
148.54	-129.124
147.721	-123.953
146.722	-118.813
145.544	-113.712
144.189	-108.654
142.658	-103.648
140.954	-98.697
139.078	-93.809
137.032	-88.99
134.819	-84.244
132.442	-79.579
129.904	-75
127.207	-70.512
124.356	-66.121
121.352	-61.832
118.202	-57.651
114.907	-53.582
111.472	-49.63
107.901	-45.801
104.199	-42.099
100.37	-38.528
96.418	-35.093
92.349	-31.798
88.168	-28.647
83.879	-25.644
79.488	-22.793
75	-20.096
70.421	-17.558
65.756	-15.181
61.01	-12.968
56.191	-10.922
51.303	-9.046
46.352	-7.342
41.346	-5.811
36.288	-4.456
31.187	-3.278
26.047	-2.279
20.876	-1.460
15.679	-0.822
10.463	-0.365
5.235	-0.091
0	0
-5.235	0.091
-10.463	0.365
-15.679	0.822
-20.876	1.460
-26.047	2.279
-31.187	3.278
-36.288	4.456
-41.346	5.811
-46.352	7.342
-51.303	9.046
-56.191	10.922
-61.01	12.968
-65.756	15.181
-70.421	17.558
-75	20.096
-79.488	22.793
-83.879	25.644
-88.168	28.647
-92.349	31.798
-96.418	35.093
-100.37	38.528
-104.199	42.099
-107.901	45.801
-111.472	49.63
-114.907	53.582
-118.202	57.651
-121.352	61.832
-124.356	66.121
-127.207	70.512
-129.904	75
-132.442	79.579
-134.819	84.244
-137.032	88.99
-139.078	93.809
-140.954	98.697
-142.658	103.648
-144.189	108.654
-145.544	113.712
-146.722	118.813
-147.721	123.953
-148.54	129.124
-149.178	134.321
-149.635	139.537
-149.909	144.765
-150	150
-149.909	155.235
-149.635	160.463
-149.178	165.679
-148.54	170.876
-147.721	176.047
-146.722	181.187
-145.544	186.288
-144.189	191.346
-142.658	196.352
-140.954	201.303
-139.078	206.191
-137.032	211.01
-134.819	215.756
-132.442	220.421
-129.904	225
-127.207	229.488
-124.356	233.879
-121.352	238.168
-118.202	242.349
-114.907	246.418
-111.472	250.37
-107.901	254.199
-104.199	257.901
-100.37	261.472
-96.418	264.907
-92.349	268.202
-88.168	271.353
-83.879	274.356
-79.488	277.207
-75	279.904
-70.421	282.442
-65.756	284.819
-61.01	287.032
-56.191	289.078
-51.303	290.954
-46.352	292.658
-41.346	294.189
-36.288	295.544
-31.187	296.722
-26.047	297.721
-20.876	298.54
-15.679	299.178
-10.463	299.635
-5.235	299.908
